timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1659979409573,183,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1189,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,183,0,138
1659979409621,166,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1190,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,166,0,126
1659979409669,179,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1191,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,179,0,136
1659979409717,177,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1192,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,177,0,134
1659979409773,179,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1193,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,179,0,136
1659979409821,170,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1194,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,170,0,128
1659979409869,170,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1195,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,170,0,131
1659979409925,162,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1196,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,162,0,123
1659979409973,180,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1197,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,180,0,138
1659979410021,179,POST Submit Survey,400,Bad Request,POST Submit Survey 1-1198,text,false,Test failed: text expected to contain /answerDate/,1177,431,4,4,https://boschdex.com/services/esurvey/api/public/user-answers/batch,179,0,137
